model,id,type,maxZ,maxP,maxT,maxGrad,time.maxP,tstar.maxP,time.maxT,tstar.maxT,cls,recovered,phi,zc,z1100,age,cv
cdh46,101,8,114796.46875,32798.99107142857,854.8050537109375,0.00506814416894629,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,102,8,114572.890625,32735.11160714286,867.97906494140625,0.005193017839523557,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,103,8,115399.765625,32971.361607142855,833.58837890625,0.0048577947786126625,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,104,8,114813.875,32803.96428571428,861.98931884765625,0.005129948961723104,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,105,8,115382.984375,32966.56696428572,838.2890625,0.004899241127814692,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,106,8,115227.765625,32922.21875,819.34820556640625,0.004741463158666592,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,107,8,115852.328125,33100.66517857143,796.97576904296875,0.0045227901547012506,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,108,8,115514.3125,33004.08928571429,812.70257568359375,0.004672170608153806,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,109,8,115928.125,33122.32142857143,795.56964111328125,0.004507703726884923,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,110,8,115260.421875,32931.54910714286,831.39093017578125,0.004844602519166176,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,111,8,115803.765625,33086.79017857143,807.3157958984375,0.004613976005138542,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,112,8,115778.15625,33079.47321428572,815.02142333984375,0.004681551692440634,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
